Review,label
I enjoy listening to my music in Spotify but it's kind of dumb to listen to your songs and get an ad interruption durning a song other wise I would've rate a 5 but I give you 3 rating it could be better,NEGATIVE
"Improve feature as like if u right swipe the playlist, they gets queued as well, just like songs",NEGATIVE
"Used for a year, and it's better than Pandora, however.. Missing the most basic feature, play history. This is why I refuse to pay. I use Pandora and Spotify to discover new music, and when I can't look up who just played, whats the point really? Edit: Still broken.",NEGATIVE
Love this versatile option for exploring and enjoying my music choices,POSITIVE
So many great songs to choose from!!,POSITIVE
"You guys should add JPop to the main genres on the menu, just as you've added Kpop.",NEGATIVE
"Using this every day, all the time. Subscription is worth it.",POSITIVE
This app is so hard to navigate on phone if I click a a song a have liked it goes to didn't song I never heard or it might play a demo of the song that is dumb it should play the song,NEGATIVE
"Been a great experience, highly recommend.",POSITIVE
Great app for finding your favorite music,POSITIVE
App doesn't even open! Uninstalled it and re downloaded it and nothing still not working !,NEGATIVE
"Use to have beats that then turned in apple music,(which did not like at all) found out about Spotify and do not regret getting it.",POSITIVE
On my galaxy s22 this app is unreliable at best. Podcasts drop off or the app crashes and I can't stop the track and Spotify doesn't remember were I was inside of the podcast. It's not usable.,NEGATIVE
Excellent choices in music based on my tastes,POSITIVE
"generally good (Spotify is a great service). removing a star because their team seems generally unwilling to listen to feedback from the user community. just go look at their help forums for tons of examples where an issue is reported, backed up by hundreds of users, but no indication they will work on it. please fix the shuffle algorithm! I have a 40 hour playlist but end up hearing the same songs every day.",NEGATIVE
"Endless issues, stops and/or starts without any reason, plays episodes I didn't request. Frequently stops and won't play at all. It's the worst of all the podcast players I use - I only use it because I can't get Rogan anywhere else. If it wasn't for Joe Rogan and the Dark Horse podcast, I'd dump it in a heartbeat and never miss it.",NEGATIVE
I love the Spotify app. Especially the lyrics feature...I can sing along!,POSITIVE
Love it!!! Great work out tool also.,POSITIVE
Definitely a good app for music or podcasts. The premium subscription thing is probably a bit overpriced though.,NEGATIVE
"Nothing. After I registered and pay premium mini I can't play or add, open profile of my account. How it this even possible? Plus daily mox from Spotify aslo marked as empty",NEGATIVE
I love that I can listen to my downloaded music without using my data.,POSITIVE
I enjoy spotify.every song I want it right here,POSITIVE
